ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-11-27T03:38:05Z,windows,210333,CL,186.10.25.34,This Is The House That Doubt Built,A Day To Remember,What Separates Me From You,spotify:track:2w4P4QStadonynIeJBhOVc,,,,,,,,playbtn,trackdone,true,false,false,1701056076,false
2023-11-27T03:43:14Z,windows,307116,CL,146.155.158.31,The Recipe - Bonus Track,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:5jHilrZDaP1vJMZfdN1He3,,,,,,,,trackdone,logout,true,false,false,1701056286,false
2023-11-27T12:32:53Z,ios,294189,CL,186.189.91.238,Back To December (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),spotify:track:79uDOz0zuuWS7HWxzMmTa2,,,,,,,,playbtn,trackdone,true,false,false,1701088080,false
2023-11-27T12:36:45Z,ios,231475,CL,186.189.91.238,High Infidelity,Taylor Swift,Midnights,spotify:track:5kiZGSxgqPdv6rbqL9THdd,,,,,,,,trackdone,trackdone,true,false,false,1701088374,false
2023-11-27T12:37:00Z,ios,14135,CL,186.189.91.238,Circus,Ospa,La Combi-Nación,spotify:track:70z4lwXuTOtJg8pPndkdIN,,,,,,,,trackdone,fwdbtn,true,true,false,1701088606,false
2023-11-27T12:41:04Z,ios,244666,CL,186.189.91.238,Miño,Los Bunkers,Grandes Exitos,spotify:track:1lSSSGxlchhDCPzL7LXk4Z,,,,,,,,fwdbtn,trackdone,true,false,false,1701088621,false
2023-11-27T12:44:23Z,ios,197946,CL,186.189.91.238,Scene Two - Roger Rabbit,Sleeping With Sirens,"If You Were A Movie, This Would Be Your Soundtrack",spotify:track:1ufmdhLiYExFU8lAVA9wjQ,,,,,,,,trackdone,trackdone,true,false,false,1701088865,false
2023-11-27T12:44:47Z,ios,23074,CL,186.189.91.238,Better Now,Post Malone,beerbongs & bentleys,spotify:track:7dt6x5M1jzdTEt8oCbisTK,,,,,,,,trackdone,fwdbtn,true,true,false,1701089063,false
2023-11-27T12:44:48Z,ios,810,CL,186.189.91.238,92 Explorer,Post Malone,beerbongs & bentleys,spotify:track:1D2L6MefbXon28PzIk9I3r,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701089088,false
2023-11-27T12:44:52Z,ios,4309,CL,186.189.91.238,C'mon Loretta,Trixie Mattel,C'mon Loretta,spotify:track:5QBJUGjRc3tTvenPxyYi1t,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701089089,false
2023-11-27T12:44:54Z,ios,768,CL,186.189.91.238,Countdown,Beyoncé,4,spotify:track:3axkNosdVQLZiq1HakuGhc,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701089093,false
2023-11-27T12:48:01Z,ios,187500,CL,186.189.91.238,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51",spotify:track:4hceSKjrkDTO0nMKFcb3sj,,,,,,,,fwdbtn,trackdone,true,false,false,1701089094,false
2023-11-27T12:48:04Z,ios,2848,CL,186.189.91.238,Ain't It Fun,Tyler Carter,"Punk Goes Pop, Vol. 6",spotify:track:72MNamcw1oSenIbW2EWHxd,,,,,,,,trackdone,fwdbtn,true,true,false,1701089281,false
2023-11-27T12:52:06Z,ios,242930,CL,186.189.91.238,LAUDER,JID,The Never Story,spotify:track:6v19tp922KYTzPg7sovNt1,,,,,,,,fwdbtn,trackdone,true,false,false,1701089285,false
2023-11-27T12:52:29Z,ios,20526,CL,186.189.91.238,Chemical Kids and Mechanical Brides,Pierce The Veil,A Flair For The Dramatic,spotify:track:2k3fs1S5gYqwzN8G2QDXiJ,,,,,,,,trackdone,backbtn,true,true,false,1701089527,false
2023-11-27T12:52:30Z,ios,1024,CL,186.189.91.238,LAUDER,JID,The Never Story,spotify:track:6v19tp922KYTzPg7sovNt1,,,,,,,,backbtn,fwdbtn,true,true,false,1701089549,false
2023-11-27T12:56:10Z,ios,220653,CL,186.189.91.238,Chemical Kids and Mechanical Brides,Pierce The Veil,A Flair For The Dramatic,spotify:track:2k3fs1S5gYqwzN8G2QDXiJ,,,,,,,,fwdbtn,trackdone,true,false,false,1701089550,false
2023-11-27T12:56:15Z,ios,4510,CL,186.189.91.238,All I Wanted,Paramore,Brand New Eyes,spotify:track:1Bv3h7Vc4AaYA2BcSM3rVd,,,,,,,,trackdone,fwdbtn,true,true,false,1701089770,false
2023-11-27T13:00:19Z,ios,243114,CL,186.189.91.238,La Jumpa,Arcángel,Sr. Santos,spotify:track:2mnXxnrX5vCGolNkaFvVeM,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701089776,false
2023-11-27T13:04:08Z,ios,230466,CL,186.189.91.238,Never Too Much,Luther Vandross,Never Too Much,spotify:track:3nFJbZCHP4d9vduKjJLdBL,,,,,,,,fwdbtn,trackdone,true,false,false,1701090019,false
2023-11-27T13:07:15Z,ios,186800,CL,186.189.91.238,Where I Wanna Be,A R I Z O N A,GALLERY,spotify:track:5j4mKTvOu0cr4cooq57sm3,,,,,,,,trackdone,trackdone,true,false,false,1701090249,false
2023-11-27T13:10:36Z,ios,199773,CL,186.189.91.238,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,1989 (Taylor's Version),spotify:track:6qAcApH8obo8eqatCKUHd9,,,,,,,,trackdone,trackdone,true,false,false,1701090436,false
2023-11-27T13:10:45Z,ios,7721,CL,186.189.91.238,I Have Nothing,Whitney Houston,The Bodyguard - Original Soundtrack Album,spotify:track:31er9IGsfFbwqy1pH4aiTP,,,,,,,,trackdone,fwdbtn,true,true,false,1701090636,false
2023-11-27T13:11:53Z,ios,68288,CL,186.189.91.238,Biblical,Calum Scott,Biblical,spotify:track:1rPiAgK5DD2ve9aPujSJB7,,,,,,,,fwdbtn,endplay,true,true,false,1701090645,false
2023-11-27T13:17:48Z,ios,356000,CL,186.189.91.238,One More Try,Calum Scott,One More Try,spotify:track:6xfXvPKTvGEo5xAXcuiIr5,,,,,,,,clickrow,trackdone,true,false,false,1701090714,false
2023-11-27T13:20:51Z,ios,182026,CL,146.155.158.109,"Hello, Goodbye, Hello",Trixie Mattel,Trixie Mattel: Moving Parts (The Acoustic Soundtrack),spotify:track:4h9idKzU1TD1MJmC2wkwHG,,,,,,,,trackdone,trackdone,true,false,false,1701091069,false
2023-11-27T13:21:06Z,ios,13485,CL,146.155.158.109,Saint-Tropez,Post Malone,Hollywood's Bleeding,spotify:track:05mDaV9Vb3wrzjF6OPZnhq,,,,,,,,trackdone,fwdbtn,true,true,false,1701091251,false
2023-11-27T13:24:30Z,ios,204733,CL,146.155.158.109,Helena,My Chemical Romance,Three Cheers for Sweet Revenge,spotify:track:5dTHtzHFPyi8TlTtzoz1J9,,,,,,,,fwdbtn,trackdone,true,false,false,1701091266,false
2023-11-27T13:28:24Z,ios,234533,CL,146.155.158.109,Rolling In The Deep,Go Radio,"Punk Goes Pop, Vol. 4",spotify:track:6XtaU8cy3MH3h8CSGN9hRO,,,,,,,,trackdone,trackdone,true,false,false,1701091470,false
2023-11-27T13:32:30Z,ios,244960,CL,146.155.158.109,The Phoenix,Fall Out Boy,Save Rock And Roll,spotify:track:7jwDuO7UZvWs77KNj9HbvF,,,,,,,,trackdone,trackdone,true,false,false,1701091705,false
2023-11-27T13:32:46Z,ios,14476,CL,146.155.158.109,Warriors Love (feat. Bunji Garlin),Jillionaire,Warriors Love (feat. Bunji Garlin),spotify:track:6x3b5v1LHbRdy15K8ONEmt,,,,,,,,trackdone,logout,true,false,false,1701091951,false
2023-11-27T17:57:08Z,windows,5260,CL,146.155.158.31,Treehouse (feat. Shotty Horroh),James Arthur,YOU,spotify:track:1tFnpzdkHt4fW3gQbbADZ9,,,,,,,,playbtn,fwdbtn,true,true,false,1701107823,false
2023-11-27T17:57:12Z,windows,3940,CL,146.155.158.31,Hunt You Down,Kesha,Rainbow,spotify:track:5HJ2psjlq5wyxtUA43Ylgy,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701107829,false
2023-11-27T17:57:14Z,windows,1690,CL,146.155.158.31,So Emotional,Whitney Houston,Whitney,spotify:track:4l2Edgdj4vla02GCh7YyAv,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701107833,false
2023-11-27T17:57:15Z,windows,930,CL,146.155.158.31,I Still Haven't Found What I'm Looking For,U2,The Joshua Tree,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701107835,false
2023-11-27T17:57:16Z,windows,1010,CL,146.155.158.31,Too Good To Be True,Rhys,Too Good To Be True,spotify:track:3WKBNbYx32xlJQ0puFCnAJ,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701107836,false
2023-11-27T17:57:17Z,windows,690,CL,146.155.158.31,DRAG UP YOUR LIFE,RuPaul,DRAG UP YOUR LIFE,spotify:track:6zvPLourbMpoVrws3wXfWp,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701107837,false
2023-11-27T17:57:18Z,windows,710,CL,146.155.158.31,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,1989 (Taylor's Version),spotify:track:6qAcApH8obo8eqatCKUHd9,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701107838,false
2023-11-27T17:57:19Z,windows,570,CL,146.155.158.31,Keep Ya Head Up,2Pac,Strictly 4 My N.I.G.G.A.Z...,spotify:track:0XRbYXQUymj9SJkrr8YK5B,,,,,,,,fwdbtn,backbtn,true,true,false,1701107839,false
2023-11-27T18:02:17Z,windows,199773,CL,146.155.158.31,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,1989 (Taylor's Version),spotify:track:6qAcApH8obo8eqatCKUHd9,,,,,,,,backbtn,trackdone,true,false,false,1701107840,false
2023-11-27T18:06:39Z,windows,262506,CL,146.155.158.31,Keep Ya Head Up,2Pac,Strictly 4 My N.I.G.G.A.Z...,spotify:track:0XRbYXQUymj9SJkrr8YK5B,,,,,,,,trackdone,trackdone,true,false,false,1701108138,false
2023-11-27T18:06:48Z,windows,7849,CL,146.155.158.31,Hide (feat. Seezyn),Juice WRLD,Spider-Man: Into the Spider-Verse,spotify:track:6rz0dTA0PdhXImFV5EjM0w,,,,,,,,trackdone,fwdbtn,true,true,false,1701108401,false
2023-11-27T18:06:50Z,windows,940,CL,146.155.158.31,DOLLA SIGN SLIME (feat. Megan Thee Stallion),Lil Nas X,MONTERO,spotify:track:7zQirOExB0VR8yWUOqYeio,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108410,false
2023-11-27T18:06:51Z,windows,980,CL,146.155.158.31,Dear Future Self (Hands Up),Fall Out Boy,Believers Never Die,spotify:track:1tm4Bl2E5RwTevOiBs4gtH,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108411,false
2023-11-27T18:07:01Z,windows,10380,CL,146.155.158.31,scars,Baby Keem,The Melodic Blue (Deluxe),spotify:track:1Kmkp970rVmzoQLJfOvkYo,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108412,false
2023-11-27T18:07:03Z,windows,950,CL,146.155.158.31,Maybe,James Arthur,YOU,spotify:track:3bMEc0K6zJNhTQeoyxox8j,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108423,false
2023-11-27T18:07:04Z,windows,1190,CL,146.155.158.31,Población,Excelencia Prehispana,Uno a Uno,spotify:track:2U7UllQo9qpYXDEZvvdnci,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108424,false
2023-11-27T18:07:05Z,windows,950,CL,146.155.158.31,Semi-Automatic,Twenty One Pilots,Vessel,spotify:track:70Cp0ukCMyWeJML77NGERU,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108425,false
2023-11-27T18:07:06Z,windows,880,CL,146.155.158.31,Wild Things,Alessia Cara,Know-It-All,spotify:track:0PAj9Y5kFEzhGeWkockoxv,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108426,false
2023-11-27T18:07:07Z,windows,1220,CL,146.155.158.31,High Infidelity,Taylor Swift,Midnights,spotify:track:5kiZGSxgqPdv6rbqL9THdd,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108427,false
2023-11-27T18:07:08Z,windows,950,CL,146.155.158.31,Savior,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:3drdWsJKiVCSQ2gKhd9BDT,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108429,false
2023-11-27T18:07:09Z,windows,990,CL,146.155.158.31,Feeling Sorry,Paramore,Brand New Eyes,spotify:track:2F9JloTNvfkIvwXJP0bZUO,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108430,false
2023-11-27T18:11:54Z,windows,284493,CL,146.155.158.31,4:44,JAY-Z,4:44,spotify:track:1gT5TGwbkkkUliNzHRIGi1,,,,,,,,fwdbtn,trackdone,true,false,false,1701108431,false
2023-11-27T18:11:57Z,windows,2926,CL,146.155.158.31,Yeah 3X,Allstar Weekend,"Punk Goes Pop, Vol. 4",spotify:track:1lSOG6MH77TQLSjISklFsR,,,,,,,,trackdone,fwdbtn,true,true,false,1701108715,false
2023-11-27T18:15:16Z,windows,198998,CL,146.155.158.31,One Way Flight (feat. Freddie Gibbs),Benny The Butcher,Burden of Proof,spotify:track:03jnWnj2qOrYofsyCTuHC6,,,,,,,,fwdbtn,trackdone,true,false,false,1701108719,false
2023-11-27T18:15:27Z,windows,9771,CL,146.155.158.31,Let It Go,James Bay,Chaos And The Calm,spotify:track:3nnG7AM9QopHVPEuLX3Khk,,,,,,,,trackdone,fwdbtn,true,true,false,1701108917,false
2023-11-27T18:15:28Z,windows,790,CL,146.155.158.31,Extraordinary Girl / Letterbomb,Green Day,American Idiot - Deluxe,spotify:track:2M38zNMI7gCoCwfEUZQPq5,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701108928,false
2023-11-27T18:19:49Z,windows,261230,CL,146.155.158.31,Sparks Fly (Taylor’s Version),Taylor Swift,Speak Now (Taylor's Version),spotify:track:3MytWN8L7shNYzGl4tAKRp,,,,,,,,fwdbtn,trackdone,true,false,false,1701108929,false
2023-11-27T18:21:30Z,windows,100999,CL,146.155.158.31,The Legacy,Black Veil Brides,Set The World On Fire,spotify:track:7dTbwyWxWAb4ydU2UbWjjt,,,,,,,,trackdone,fwdbtn,true,true,false,1701109190,false
2023-11-27T18:22:16Z,windows,45120,CL,146.155.158.31,Panamera,Standly,Panamera,spotify:track:4yG3Pgc8McT71M6jwRE9Hf,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109292,false
2023-11-27T18:22:19Z,windows,2660,CL,146.155.158.31,I'm Gonna Be,Post Malone,Hollywood's Bleeding,spotify:track:1ckLp8lCl8LipXI0ypX72m,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109337,false
2023-11-27T18:22:25Z,windows,6360,CL,146.155.158.31,Jesse Jesse,Trixie Mattel,Barbara,spotify:track:1FBl4lfkXrpSOpN2IsLXkt,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109340,false
2023-11-27T18:22:26Z,windows,890,CL,146.155.158.31,To Die For,Kygo,Golden Hour,spotify:track:6LMTqDK4uVR8XsCzel1nkH,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109347,false
2023-11-27T18:22:27Z,windows,760,CL,146.155.158.31,Guns for Hands,Twenty One Pilots,Vessel,spotify:track:4RdRa3qq0GBSKjomxrkh5K,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109348,false
2023-11-27T18:22:28Z,windows,770,CL,146.155.158.31,París,Morat,SI AYER FUERA HOY,spotify:track:5Yh0xm8WeoxgPneHEJSgXl,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109349,false
2023-11-27T18:22:29Z,windows,1060,CL,146.155.158.31,Chained To The Rhythm,Katy Perry,Witness,spotify:track:7qvxFz3JodM0A7xEM7k3YD,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109350,false
2023-11-27T18:22:31Z,windows,800,CL,146.155.158.31,Up All Night,Khalid,Up All Night,spotify:track:1mpD5Q8IM32I4bF6eCpU74,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109352,false
2023-11-27T18:22:31Z,windows,770,CL,146.155.158.31,Old Town Road - Remix,Lil Nas X,7 EP,spotify:track:2YpeDb67231RjR0MgVLzsG,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109351,false
2023-11-27T18:22:32Z,windows,810,CL,146.155.158.31,El Sol No Regresa,La Quinta Estacion,Flores De Alquiler,spotify:track:2awKQgW88iq9jFM54VaCAp,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109353,false
2023-11-27T18:22:33Z,windows,910,CL,146.155.158.31,Con los Ojos Cerrados,Gloria Trevi,Me Siento Tan Sola,spotify:track:6DIt34Pm9LXZUfs4ap67fJ,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109354,false
2023-11-27T18:22:34Z,windows,790,CL,146.155.158.31,Better Now,Post Malone,beerbongs & bentleys,spotify:track:7dt6x5M1jzdTEt8oCbisTK,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109355,false
2023-11-27T18:22:35Z,windows,810,CL,146.155.158.31,MEMORIAS,Mora,MICRODOSIS,spotify:track:2hLXUbsOU9cDb9RFva9FYr,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109356,false
2023-11-27T18:22:36Z,windows,750,CL,146.155.158.31,Money,JID,The Forever Story,spotify:track:5050y1NZdlMdTKMLNWv4nl,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109356,false
2023-11-27T18:22:37Z,windows,950,CL,146.155.158.31,Otras Se Pierden,Morat,Balas Perdidas,spotify:track:3SvbcJH2seu1zs0PMjPS6F,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109357,false
2023-11-27T18:22:38Z,windows,780,CL,146.155.158.31,The Middle,Jimmy Eat World,Bleed American,spotify:track:6GG73Jik4jUlQCkKg9JuGO,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109358,false
2023-11-27T18:22:39Z,windows,1370,CL,146.155.158.31,My Friends Over You,New Found Glory,Sticks And Stones,spotify:track:4pImG3RdbaGfanzQOTFgyr,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109359,false
2023-11-27T18:24:23Z,windows,103510,CL,146.155.158.31,Essence (feat. Tems),Wizkid,Made In Lagos,spotify:track:5FG7Tl93LdH117jEKYl3Cm,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109361,false
2023-11-27T18:28:44Z,windows,261040,CL,146.155.158.31,Back To December (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),spotify:track:79uDOz0zuuWS7HWxzMmTa2,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701109465,false
2023-11-27T18:32:03Z,windows,200200,CL,146.155.158.31,Rhythm Of Love,Plain White T's,Wonders Of The Younger,spotify:track:1OUxBM6TphEnDh4EQkNRv1,,,,,,,,fwdbtn,trackdone,true,false,false,1701109726,false
2023-11-27T18:35:22Z,windows,197266,CL,146.155.158.31,One Last Time,Ariana Grande,My Everything - Deluxe,spotify:track:7xoUc6faLbCqZO6fQEYprd,,,,,,,,trackdone,trackdone,true,false,false,1701109925,false
2023-11-27T18:37:22Z,windows,118983,CL,146.155.158.31,Violent Crimes,Kanye West,ye,spotify:track:3s7MCdXyWmwjdcWh7GWXas,,,,,,,,trackdone,fwdbtn,true,true,false,1701110123,false
2023-11-27T18:37:23Z,windows,810,CL,146.155.158.31,Rise,Jonas Blue,Rise,spotify:track:3u1S1OmAUhx5DRlLrXqyp3,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110243,false
2023-11-27T18:37:24Z,windows,840,CL,146.155.158.31,Bang Bang,Jessie J,Sweet Talker,spotify:track:0puf9yIluy9W0vpMEUoAnN,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110244,false
2023-11-27T18:37:25Z,windows,770,CL,146.155.158.31,Fake Happy,Paramore,After Laughter,spotify:track:6t44iU80A0h8WQ7vc4OoRj,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110245,false
2023-11-27T18:37:26Z,windows,830,CL,146.155.158.31,Glue Myself Shut,Noah Kahan,Cape Elizabeth,spotify:track:67q8yivDoOPXCYodi1zTix,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110246,false
2023-11-27T18:37:27Z,windows,790,CL,146.155.158.31,I Can't Breathe,H.E.R.,I Can't Breathe,spotify:track:4CPszpSnlbgnQLIQYyzIR2,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110247,false
2023-11-27T18:37:28Z,windows,890,CL,146.155.158.31,Nobody Like U,4*TOWN (From Disney and Pixar’s Turning Red),Turning Red,spotify:track:4bV5sf2B4hWBBd5HQ8S7KB,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110248,false
2023-11-27T18:37:29Z,windows,900,CL,146.155.158.31,Get Up 10,Cardi B,Invasion of Privacy,spotify:track:7p2ewixAShLpjDZrnzZK7c,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110249,false
2023-11-27T18:37:30Z,windows,1080,CL,146.155.158.31,Outside (feat. Ellie Goulding),Calvin Harris,Motion,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110250,false
2023-11-27T18:37:31Z,windows,850,CL,146.155.158.31,Stronger (feat. Kesha),Sam Feldt,Stronger (feat. Kesha),spotify:track:4NctFqJyGAqurHFEUQvWgR,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110251,false
2023-11-27T18:37:32Z,windows,940,CL,146.155.158.31,Trouble,A R I Z O N A,ASYLUM,spotify:track:19fa3duj61UfAXGUNhk44h,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110252,false
2023-11-27T18:37:33Z,windows,840,CL,146.155.158.31,Happy,Kesha,Gag Order,spotify:track:2d2lYLXMF8KEZIrPFrFDZN,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110253,false
2023-11-27T18:37:34Z,windows,790,CL,146.155.158.31,Jackie Chan,Tiësto,Jackie Chan,spotify:track:4kWO6O1BUXcZmaxitpVUwp,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110254,false
2023-11-27T18:37:35Z,windows,830,CL,146.155.158.31,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,Fearless (Taylor's Version),spotify:track:2CYVETnhM9aytqrazYYwrK,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110255,false
2023-11-27T18:37:36Z,windows,800,CL,146.155.158.31,Too Good At Goodbyes - Acoustic,Sam Smith,Too Good At Goodbyes,spotify:track:1JhuXhMiTBavuRXQTsGOdV,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110256,false
2023-11-27T18:37:37Z,windows,960,CL,146.155.158.31,How Did You Get Here,Little Simz,Sometimes I Might Be Introvert,spotify:track:1A9gMkPaSbUPLrEbP56Fp5,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110257,false
2023-11-27T18:37:38Z,windows,1220,CL,146.155.158.31,Dancing Feet (feat. DNCE),Kygo,Thrill Of The Chase,spotify:track:288EJf2Hyv0vFtyYlcP9zN,,,,,,,,fwdbtn,backbtn,true,true,false,1701110258,false
2023-11-27T18:42:35Z,windows,296826,CL,146.155.158.31,How Did You Get Here,Little Simz,Sometimes I Might Be Introvert,spotify:track:1A9gMkPaSbUPLrEbP56Fp5,,,,,,,,backbtn,trackdone,true,false,false,1701110260,false
2023-11-27T18:43:18Z,windows,42373,CL,146.155.158.31,Dancing Feet (feat. DNCE),Kygo,Thrill Of The Chase,spotify:track:288EJf2Hyv0vFtyYlcP9zN,,,,,,,,trackdone,fwdbtn,true,true,false,1701110556,false
2023-11-27T18:43:26Z,windows,7620,CL,146.155.158.31,Reaching For The Floor,Breathe Carolina,Hell Is What You Make It: Reloaded,spotify:track:4VArWBDLBkV5LOcTtpwGhT,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110599,false
2023-11-27T18:43:28Z,windows,1590,CL,146.155.158.31,"Big Man, Little Dignity",Paramore,This Is Why,spotify:track:2bfOeIn8bQkRr02NNX29tR,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110607,false
2023-11-27T18:43:29Z,windows,1020,CL,146.155.158.31,Joe,AJR,OK ORCHESTRA,spotify:track:7nqHe0lSJzNZ5St3N7bfM3,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110609,false
2023-11-27T18:43:30Z,windows,1110,CL,146.155.158.31,Bud Like You,AJR,The Click,spotify:track:2ynFHEs826lmtQYtUizmX3,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110610,false
2023-11-27T18:43:31Z,windows,1170,CL,146.155.158.31,SITTING ON A SECRET,RuPaul,SITTING ON A SECRET,spotify:track:1YY7VRkGYAeR9KTEGWoFnk,,,,,,,,fwdbtn,fwdbtn,true,true,false,1701110611,false
